Artwork Title,Bibliography,Catalogue ID,Coverage,Creator,Current Location,Date,Link,New Attribution (Artist),Present Owner,Provenance,Publisher,Recent Auction?,Relation,Rights,Title,added,extended_resources_exhibit_pages,featured,files_count,files_resource,files_url,id,item_type_id,item_type_name,item_type_resource,item_type_url,modified,owner_id,owner_resource,owner_url,public,tags,url
None,None,88,None,Peter Paul Rubens,None,1630-1640,"See: <a href=""https://royal-academy-production-asset.s3.amazonaws.com/uploads/1bfee27c-48ae-4890-b6f0-7545481f062c/RUBENS+IFS.pdf"">https://royal-academy-production-asset.s3.amazonaws.com/uploads/1bfee27c-48ae-4890-b6f0-7545481f062c/RUBENS+IFS.pdf</a>",Not this one at NGA London http://www.nationalgallery.org.uk/paintings/peter-paul-rubens-a-wagon-fording-a-stream/*/key-facts,Museum Boijmans van Beuningen,"John Jeffreys Pratt, 1st Marquess Camden, sale, Christie’s, London, 4 March 1809, lot 102; George Pratt, 2nd
Marquess Camden, sale, Christie’s, London, 3 May 1856, lot 707; T. Baring, Earl of Northbrook; Frans Koenigs,
Haarlem, 1928; D. G. van Beuningen, Vierhouten; Museum Boijmans Van Beuningen, 1955.",None,None,None,None,Evening Landscape with Timber Wagon,2015-12-30T14:54:04+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1468,1468,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-25T21:24:30+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Museum Boijans van Beuningen, Peter Paul Reubens",http://northbrook.omeka.net/api/items/1468
None,None,89,None,Jacob van Ruysdael,"Lord Northbrook, London",None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n127/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n127/mode/1up</a>",STOLEN IN 1997,Lord Northbrook,"For provenance and ownership justification, see: <a href=""https://books.google.com/books?id=97ITM8WEXR0C&amp;lpg=PA149&amp;ots=bJFGaC2Jey&amp;dq=provenance%20AND%20%22Earl%20of%20Northbrook%22&amp;pg=PA45#v=onepage&amp;q&amp;f=false"">https://books.google.com/books?id=97ITM8WEXR0C&amp;lpg=PA149&amp;ots=bJFGaC2Jey&amp;dq=provenance%20AND%20%22Earl%20of%20Northbrook%22&amp;pg=PA45#v=onepage&amp;q&amp;f=false</a>",None,None,None,None,Castle of Bredevode,2015-12-30T14:54:04+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1469,1469,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-03-04T17:31:28+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Jacob Ruisdael, London, Lord Northbrook",http://northbrook.omeka.net/api/items/1469
None,None,90,None,Jacob van Ruysdael,"Lord Northbrook, London",None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n128/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n128/mode/1up</a>",None,Lord Northbrook,"For provenance and ownership justification, see: <a href=""https://books.google.com/books?id=97ITM8WEXR0C&amp;lpg=PA149&amp;ots=bJFGaC2Jey&amp;dq=provenance%20AND%20%22Earl%20of%20Northbrook%22&amp;pg=PA149#v=onepage&amp;q=northbrook&amp;f=false"">https://books.google.com/books?id=97ITM8WEXR0C&amp;lpg=PA149&amp;ots=bJFGaC2Jey&amp;dq=provenance%20AND%20%22Earl%20of%20Northbrook%22&amp;pg=PA149#v=onepage&amp;q=northbrook&amp;f=false</a>",None,None,None,None,Windmill,2015-12-30T14:54:04+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1470,1470,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-03-04T17:31:20+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Jacob Ruisdael, London, Lord Northbrook",http://northbrook.omeka.net/api/items/1470
None,None,91,None,Jacob van Ruysdael,Ashmolean,1660s,"<a href=""https://archive.org/stream/gri_33125000903597#page/n128/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n128/mode/1up</a>",None,"<a href=""http://www.ashmolean.org"">Ashmolean Museum</a>","Willem II; Nieuwenhuys; Sir Thomas Baring and by descent to the 2nd Earl of Northbrook

Bequeathed by Francis Falconer Madan, 1962",None,None,None,None,Waterfall,2015-12-30T14:54:04+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1471,1471,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-03-04T17:31:12+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Ashmolean, Jacob Ruisdael",http://northbrook.omeka.net/api/items/1471
None,None,92,None,Jacob van Ruysdael,"Lord Northbrook, London",None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n128/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n128/mode/1up</a>",None,Lord Northbrook,"For provenance and ownership justification, see: <a href=""https://books.google.com/books?id=97ITM8WEXR0C&amp;lpg=PA320&amp;ots=bJFH1z2Hhv&amp;dq=provenance%20AND%20%22Thomas%20Baring%22&amp;pg=PA121#v=onepage&amp;q=%22Thomas%20Baring%22&amp;f=false"">https://books.google.com/books?id=97ITM8WEXR0C&amp;lpg=PA320&amp;ots=bJFH1z2Hhv&amp;dq=provenance%20AND%20%22Thomas%20Baring%22&amp;pg=PA121#v=onepage&amp;q=%22Thomas%20Baring%22&amp;f=false</a>",None,None,None,None,Cornfields,2015-12-30T14:54:04+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1472,1472,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-03-04T17:31:02+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Jacob Ruisdael, London, Lord Northbrook",http://northbrook.omeka.net/api/items/1472
None,None,93,None,Jacob van Ruysdael,"Lord Northbrook, London",None,"<a href=""http://arcade.nyarc.org/record=b1058083~S1"">http://arcade.nyarc.org/record=b1058083~S1</a>",None,Lord Northbrook,"For provenance and owner justification, see: <a href=""https://books.google.com/books?id=97ITM8WEXR0C&amp;lpg=PA149&amp;ots=bJFGaC2Jey&amp;dq=provenance%20AND%20%22Earl%20of%20Northbrook%22&amp;pg=PA75#v=onepage&amp;q=northbrook&amp;f=false"">https://books.google.com/books?id=97ITM8WEXR0C&amp;lpg=PA149&amp;ots=bJFGaC2Jey&amp;dq=provenance%20AND%20%22Earl%20of%20Northbrook%22&amp;pg=PA75#v=onepage&amp;q=northbrook&amp;f=false</a>",None,None,None,None,Bleaching Ground,2015-12-30T14:54:05+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1473,1473,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-03-23T20:23:42+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Jacob Ruisdael, London, Lord Northbrook",http://northbrook.omeka.net/api/items/1473
None,None,94,None,Jacob Ruisdael,Worcester Art Museum,about 1660,"<a href=""https://archive.org/stream/gri_33125000903597#page/n130/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n130/mode/1up</a>","For provenance, see: https://books.google.com/books?id=2LWP8AIwr9cC&pg=PA133&lpg=PA133&dq=provenance+AND+%22Earl+of+Northbrook%22&source=bl&ots=UIiZCLLllJ&sig=AcJJexfaDNj2yPkcR636Iu9j0Ro&hl=en&sa=X&ved=0CDgQ6AEwBTgKahUKEwiyic_o34XGAhWB04AKHT3nABU#v=onepage&q=provenance%20AND%20%22Earl%20of%20Northbrook%22&f=false","<a href=""http://www.worcesterart.org"">Worcester Art Museum</a>","For provenance, see <a href=""https://books.google.com/books?id=2LWP8AIwr9cC&amp;lpg=PA133&amp;ots=UIiZCLLllJ&amp;dq=provenance%20AND%20%22Earl%20of%20Northbrook%22&amp;pg=PA134#v=onepage&amp;q=provenance%20AND%20%22Earl%20of%20Northbrook%22&amp;f=false"">https://books.google.com/books?id=2LWP8AIwr9cC&amp;lpg=PA133&amp;ots=UIiZCLLllJ&amp;dq=provenance%20AND%20%22Earl%20of%20Northbrook%22&amp;pg=PA134#v=onepage&amp;q=provenance%20AND%20%22Earl%20of%20Northbrook%22&amp;f=false</a>",None,None,None,None,A Fresh Breeze,2015-12-30T14:54:05+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1474,1474,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-14T19:22:34+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Jacob Ruisdael, Worcester Art Museum",http://northbrook.omeka.net/api/items/1474
None,None,95,None,Godfried Schalcken,Unknown,c. 1675-1680,"<a href=""https://archive.org/stream/gri_33125000903597#page/n130/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n130/mode/1up</a>","In 1885 Northbrook Catalog as plate XXVIII- last seen in 1976, reidentified as ""Portrait of Govert van Slingelandt""",None,"private collection Johan Verstolk Gijsbert van Soelen, The Hague / Soelen
1846
private collection Sir Thomas Baring (1st Earl of Northbrook), London / East Hampshire
1846 -
private collection Earl of Northbrook, London (England)
1899 - signaled (indicated in catalog)
private collection Bas de Geus van den Heuvel, Amsterdam / Nieuwersluis
1960 - 1976 1960 gesiagnleerd (loan to exhibition); auctioned in 1976",None,None,None,None,Portrait of De Witt,2015-12-30T14:54:05+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1475,1475,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-03-04T16:38:03+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Godefried Schacken, Unknown",http://northbrook.omeka.net/api/items/1475
None,None,96,None,Hendrik Martenz Sorg,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n131/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n131/mode/1up</a>",None,None,None,None,None,None,None,Fish Market,2015-12-30T14:54:05+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1476,1476,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-08T21:21:00+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,Hendrik Martenz Sorg,http://northbrook.omeka.net/api/items/1476
None,None,97,Spain,Jan Steen,Museo Thyssen-Bornemisza,c. 1663-1665,"<a href=""https://archive.org/stream/gri_33125000903597#page/n136/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n136/mode/1up</a>",None,"<a href=""http://www.museothyssen.org"">Museo Thyssen-Bornemisza</a>","The present panel seems to have been in a private collection in Amsterdam in the first half of the 18th century. It is documented with dealers and collectors in that city until 1833 when it entered the collection of Jan Gijsbert, Baron Verstolk van Soelen in The Hague. Some years later it appeared in London in the collection of Thomas Baring and was inherited by his heirs in 1873, who retained it until the late 1920s. The panel was acquired for the Thyssen-Bornemisza collection in 1929 from the Amsterdam dealer Jacques Goudstikker.",None,None,None,None,Portrait of the Artist,2015-12-30T14:54:05+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1477,1477,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-14T19:26:21+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Jan Steen, Museo Thyssen-Bornemisza",http://northbrook.omeka.net/api/items/1477
None,None,98,Netherlands,Jan Steen,Museum Boijans van Beuningen,c. 1665,"<a href=""https://archive.org/stream/gri_33125000903597#page/n137/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n137/mode/1up</a>",None,"<a href=""http://collectie.boijmans.nl/en"">Collectie Boijmans</a>",None,None,None,None,None,The Doctor,2015-12-30T14:54:05+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1478,1478,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-06-22T15:38:34+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Jan Steen, Museum Boijans van Beuningen",http://northbrook.omeka.net/api/items/1478
None,"Smith 1829-1842 , vol. 4, p. 46-47, no. 140
 Waagen 1854 , vol. 2,, no. 4 , p. 184
 Westrheene 1856 , no. 67 , p. 115
 Hofstede de Groot 1907-1925 , vol.1, no. 288 , p. 71-72
 Braun 1980 , p. 138, no. 350, ill.
 Chapman et al. 1996 , p. 231, 234, under cat. no. 41, note 7",99,None,Jan Steen,Unknown,None,"<a href=""https://rkd.nl/en/explore/images/254661"">https://rkd.nl/en/explore/images/254661</a>",Sold at Sotheby's Amsterdam in May 2011 http://files.shareholder.com/downloads/BID/183308178x0x462961/33DB14B1-46B9-4A07-A104-24D47944CDAB/462961.pdf,None,"private collection Frederik Eduward Day de Rivet, Leiden
1764
private collection Pieter Caauw, Leiden
1764-09 - 1768-08
private collection Johan Gijsbert Verstolk van Soelen, The Hague/Soelen
private collection Sir Thomas Baring (2nd Bt.), London
bought from J.G. Verstolk van Soelen; thence by inheritance to his nephew, the following
1848
private collection Sir Thomas Baring (1st Earl of Northbrook), London/East Hampshire
and thence by descent
1928
private collection P. van Leeuwen Boomkamp, Hilversum/Huizen
and thence by descent
1928 - 2011-05",None,None,None,None,School in an Uproar,2015-12-30T14:54:06+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1479,1479,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-09-06T21:03:05+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Jan Steen, Unknown",http://northbrook.omeka.net/api/items/1479
None,None,100,None,David Teniers I,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n139/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n139/mode/1up</a>",None,None,None,None,None,None,None,The Fortunte Teller,2015-12-30T14:54:06+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1480,1480,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-08T21:13:48+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,David Teniers I,http://northbrook.omeka.net/api/items/1480
None,None,101,None,David Teniers I,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n139/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n139/mode/1up</a>",None,None,None,None,None,None,None,Landscape,2015-12-30T14:54:06+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1481,1481,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-08T21:13:26+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,David Teniers I,http://northbrook.omeka.net/api/items/1481
None,None,102,None,David Teniers II,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n140/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n140/mode/1up</a>",None,None,None,None,None,None,None,Corps de Garde,2015-12-30T14:54:06+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1482,1482,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-08T21:12:44+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,David Teniers II,http://northbrook.omeka.net/api/items/1482
None,None,103,None,David Teniers II,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n141/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n141/mode/1up</a>",Maybe ? https://www.bonhams.com/auctions/15763/lot/293/ or Finland: http://www.serlachius.fi/en/collections/art-collection/,None,None,None,None,None,None,The Philosopher,2015-12-30T14:54:06+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1483,1483,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-08T21:12:07+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,David Teniers II,http://northbrook.omeka.net/api/items/1483
None,None,104,None,David Teniers II,None,None,"See <a href=""https://archive.org/stream/masterpiecesofte00teni_1#page/24/mode/1up"">https://archive.org/stream/masterpiecesofte00teni_1#page/24/mode/1up</a>",None,None,None,None,None,None,None,Peasants Drinking,2015-12-30T14:54:06+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1484,1484,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-04-13T14:32:28+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,David Teniers II,http://northbrook.omeka.net/api/items/1484
None,None,105,None,David Teniers II,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n142/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n142/mode/1up</a>",None,None,None,None,None,None,None,Village Festival,2015-12-30T14:54:06+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1485,1485,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-08T21:08:15+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,David Teniers II,http://northbrook.omeka.net/api/items/1485
None,None,106,None,David Teniers II,None,None,"See <a href=""https://archive.org/stream/masterpiecesofte00teni_1#page/27/mode/1up"">https://archive.org/stream/masterpiecesofte00teni_1#page/27/mode/1up</a>",None,None,None,None,None,None,None,Pig Selling,2015-12-30T14:54:06+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1486,1486,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-04-13T14:52:05+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,David Teniers II,http://northbrook.omeka.net/api/items/1486
None,None,107,None,David Teniers II,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n144/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n144/mode/1up</a>",None,None,None,None,None,None,None,Landscape,2015-12-30T14:54:07+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1487,1487,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-08T21:07:22+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,David Teniers II,http://northbrook.omeka.net/api/items/1487
None,None,108,None,David Teniers II,None,None,"See <a href=""https://archive.org/stream/masterpiecesofte00teni_1#page/43/mode/1up"">https://archive.org/stream/masterpiecesofte00teni_1#page/43/mode/1up</a>",None,None,None,None,None,None,None,The Harvest,2015-12-30T14:54:07+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1488,1488,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-04-13T14:55:30+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,David Teniers II,http://northbrook.omeka.net/api/items/1488
None,None,109,None,David Teniers II,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n145/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n145/mode/1up</a> <br /><a href=""https://archive.org/stream/gri_33125000903597#page/n146/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n146/mode/1up</a>",None,None,None,None,None,None,None,Ducks,2015-12-30T14:54:07+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1489,1489,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-08T21:05:55+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,David Teniers II,http://northbrook.omeka.net/api/items/1489
None,None,110,None,David Teniers II,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n145/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n145/mode/1up</a> <br /><a href=""https://archive.org/stream/gri_33125000903597#page/n146/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n146/mode/1up</a>",None,None,None,None,None,None,None,Ducks,2015-12-30T14:54:07+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1490,1490,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-08T21:05:29+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,David Teniers II,http://northbrook.omeka.net/api/items/1490
None,None,111,None,David Teniers II,Unknown,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n146/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n146/mode/1up</a>",https://books.google.com/books?id=WjcvSa0VHeYC&pg=PA116&lpg=PA116&dq=%22David+Teniers+II%22+Monkeys+at+cards&source=bl&ots=wEYMTYpPCE&sig=41bp5tgcdtGpGi7EBZwGVcxKGAs&hl=en&sa=X&ei=R3BXVeLiLcyrgwTLi4GYCQ&ved=0CE8Q6AEwDA#v=onepage&q=%22David%20Teniers%20II%22%20Monkeys%20at%20cards&f=false,None,"Etiquette au revers du panneau Thomas Baring et Thomas George/ Earl of Northbrook Sratton. For sale at Sotheby's, Paris, France, November 6, 2003.",None,Yes,None,None,Monkeys at Cards,2015-12-30T14:54:07+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1491,1491,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-09-06T17:19:57+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"David Teniers II, Unknown",http://northbrook.omeka.net/api/items/1491
None,None,112,None,David Teniers II,Unknown,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n147/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n147/mode/1up</a>","Titled as ""Katten worden geschoren en behandeld door apen-chirurgijns"", and attributed to David Teniers II. Size and description match. Also, WTF?",None,None,None,None,None,None,Monkeys Shaving Cats,2015-12-30T14:54:07+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1492,1492,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-08T20:59:36+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"David Teniers II, Unknown",http://northbrook.omeka.net/api/items/1492
None,None,113,None,Gerard Ter Burg,Städel Museum,1656-1657,"<a href=""https://archive.org/stream/gri_33125000903597#page/n148/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n148/mode/1up</a>",maybe?,"<a href=""http://www.staedelmuseum.de"">Städel Museum Frankfurt</a>",None,None,None,None,None,Lady Drinking,2015-12-30T14:54:07+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1493,1493,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-14T19:27:56+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Gerard Ter Burg, Städel Museum",http://northbrook.omeka.net/api/items/1493
None,None,114,None,Gerard ter Borch the Younger,Unknown,None,"<a href=""http://www.sothebys.com/en/auctions/ecatalogue/lot.pdf.L09631.html/f/157/L09631-157.pdf"">http://www.sothebys.com/en/auctions/ecatalogue/lot.pdf.L09631.html/f/157/L09631-157.pdf</a>","Sold in 2009 as ""Circle of Gerard Ter Boch""",None,"Héris collection, Brussels;
Baron Verstolk van Soelen, The Hague, until 1846;
The Earls of Northbrook, London, by 1846 and until at least 1911;
Leonard Gow Esq, D.L., LL.D., Camis eskan, Dunbartonshire;
His deceased sale, London, Christie's, 28 May 1937, lot 116 (as Gerard Terburg), for £850 to Tooth;
Possibly E. Nicolas, Paris, 1958;
With P. de Boer, Amsterdam, 1963;
Anonymous sale, Cologne, Lempertz, 20-22 November 1975, lot 134.
For sale at Sotheby's, London, England, April 22, 2009.",None,Yes,None,None,Lady Writing,2015-12-30T14:54:07+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1494,1494,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-09-06T17:19:42+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Gerard Ter Burg, Unknown",http://northbrook.omeka.net/api/items/1494
None,None,115,None,Jan van de Capelle,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n149/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n149/mode/1up</a>",None,None,None,None,None,None,None,Mouth of the Brill,2015-12-30T14:54:07+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1495,1495,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-08T20:38:10+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,Jan van de Capelle,http://northbrook.omeka.net/api/items/1495
None,None,116,None,Jan van de Capelle,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n149/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n149/mode/1up</a>",None,None,None,None,None,None,None,A Calm,2015-12-30T14:54:08+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1496,1496,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-08T20:33:39+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,Jan van de Capelle,http://northbrook.omeka.net/api/items/1496
None,None,117,None,Willem Van de Velde the Younger,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n150/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n150/mode/1up</a>",None,None,None,None,None,None,None,View of a River,2015-12-30T14:54:08+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1497,1497,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-03-10T17:56:56+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,Willem Van de Velde,http://northbrook.omeka.net/api/items/1497
None,None,118,None,Willem Van de Velde the Younger,Unknown,1661,"<a href=""https://archive.org/stream/gri_33125000903597#page/n150/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n150/mode/1up</a>",None,"Private Collector, UK","private collection Hendrick Muilman, Amsterdam
- 1813-04-12
private collection Hodges
1813-04-12 -
private collection Sir Ralph Bernal, London
1824-05-08
private collection chevalier Sébastien Erard, Château de la Muette (Paris)
1832-04-23
private collection Sir Thomas Baring (1st Earl of Northbrook), London/East Hampshire
Private collection, UK.",None,None,None,None,A calm,2015-12-30T14:54:08+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1498,1498,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-09-06T17:19:09+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Unknown, Willem Van de Velde",http://northbrook.omeka.net/api/items/1498
None,None,119,None,Willem Van de Velde,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n151/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n151/mode/1up</a>",None,None,None,None,None,None,None,The Salute,2015-12-30T14:54:08+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1499,1499,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-08T20:27:47+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,Willem Van de Velde,http://northbrook.omeka.net/api/items/1499
None,None,120,None,Gerbrand van den Eeckhout,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n151/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n151/mode/1up</a>",None,None,None,None,None,None,None,A Philosopher,2015-12-30T14:54:08+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1500,1500,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-08T20:27:19+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,Gerbrand van den Eeckhout,http://northbrook.omeka.net/api/items/1500
None,None,121,None,Jan van der Hagen,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n152/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n152/mode/1up</a>",None,None,None,None,None,None,None,Landscape,2015-12-30T14:54:08+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1501,1501,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-08T20:22:34+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,Jan van der Hagen,http://northbrook.omeka.net/api/items/1501
None,None,122,None,Bartholomew van der Helst,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n152/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n152/mode/1up</a>",None,None,None,None,None,None,None,The Standard Bearer,2015-12-30T14:54:08+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1502,1502,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-08T20:22:18+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,Bartholomew van der Helst,http://northbrook.omeka.net/api/items/1502
